text,kategori
Bu topal onun internet adamı kimin için gösterdiğiniz önemli değil çünkü IP adresimi değiştirebileceğim için engellenemiyorum Beni başarıyla bloke etseniz bile umrumda değil çünkü ev bilgisayarımı XD kullanmıyorum,Hakaret
senin evcil hayvan lanet gelen onları nereden aldın krabs için merhem istiyorum,Hakaret
gerizekalı amcıklar hâla başlık üzerinden haber yorumlayıp saçma bir linç kampanyası düzenliyorlar açın konuşmanın tamamını dinleyin önce amına koduğumun malları,Hakaret
Sen lanet olası bir Nazisin Sayfama yazdığım her şey iyi yazılmış ve gerçekti Siz açıkça ırkçı bir Nazi Yahudisiniz,Hakaret
Açıkçası İngilizce derslerine ihtiyacınız var Git biraz gülünç okuma yazma bilmiyorum,Hakaret
Türkleri deme aq fransızları de,Hakaret
Neden sikmiyorsun seni küçük hıyar 121 96 34,Hakaret
cem yılmaz dicle ünide söyleşiye gitmiş adam bi şey anlatacak amk kürtleri soru sorcaz diye bölüp durdular bütün hikayeyi,Hakaret
Trabzonluyum ırkçı Ülkücü Turancı Atatürkçü vs bir çok kişiden Amina kodugumun Rumu Pontusu Rum donmesi diye çok söz işittim 99u Atatürkcu Laik Çağdaş ve hatta solcu Fenerbahcelilerdi Solcu dediysek TKP li ÖDP li falan Kalan 1lik kısmı ise Bjk ve GS,Hakaret
Aq Yunanı yine oynuyo ya,Hakaret
Bunu yaparken de Türkiye Cumhuriyetine gönülden bağlı diğer Kürtleri de sizin gibi olmaya zorluyorsunuz Kusura bakmayın ama ananızın amını millete peşkeş çekmekten öteye gidemezsiniz bu topraklarda Bağımsız devlet hayallerinizi bir kenarıya bırakıp Mezopotamya’ya dönün,Hakaret
MATAN berbat ve gerçekten aptal,Hakaret
Kılıçdaroğlu bebek katiliylede helalleş Fetullah Gülen’le de helalleş yeterki defol az uzakta helalleş,Suc Ovgusu
Eh Sen kimsin lan,Hakaret
"Türk milleti değerleri , kültürü  için en büyük tehtit lgbt denilen denyolardır. Kim bu soysuzları destekliyor veya bizzat kendisi yaşıyorsa sayfamdan siktir olup engellesin beni. Sizinde, sizi destekleyenin de bugünde yarın da..",Hakaret
Bordeaux amk senin dijon seninde ayrı amk lan 75 dk dır 1 gol atamadınız mk ikinizinde sinir küpü ettiniz mk 😠😠😠,Hakaret
Bana kendi konuşma bir orospu çağırmadan önce en azından bok geri size küçük lanet ibne kamuoyunda birine bok söyledi eğer orospu kıçını dövmek olsun,Hakaret
Amina kodugumun netflixi ne hale getirdi hayvanları,Hakaret
"Kendinizi bi bok sanmaktan vazgeçin artık, sonra aklı olmayanların fikirleriyle uğraşmak zorunda kalıyoruz",Hakaret
Sen yüzsüz soytarı sokakta adam diye dolaşan bi hayvansın.Kanı bozuk fetosaraylı.Fatoşla birbirinizi tamamlıyorsunuz.,Hakaret
Türkiye nin yükselişinden Dünya siyasetinde söz sahibi mevkiine gelişinden Dobra dobra zalimin yüzüne zulmünü haykırışından ÖLÜMÜNE rahatsız olan fetocular korkmayın sizi savaşa götürmeyeceğiz kardeşiz biz anlaştık ben savaşa gideceğim KARDEŞLERİM BURADA FETOCULARI ÖPECEK,Suc Ovgusu
11'deki dersime 10:48'te alarmsız uyanıyorum ve şıllık öğretmen 11:05'te ders iptal diyo... senin haber vermene gerek mi var amk karısı sen geliceğini söyleyince şaşırıyoruz biz zaten,Hakaret
Acun bey mümkünse artık şu seçmelere bi sistem getir yani ne bileyim mesela 1.tur çıkan 2.tur çıkamasın dışarıda kalnlar oyuna girsin. Eğer öyle olmuyorsa takımları eşitle al gönüllülerden bi kadını sudeyi götür ünlülere eşitlensin aq yetti artık. Biz nisayı da ayşeyi de izlemek,Temiz
Ohaa aq bu nasıl hayvani bir bloktur,Hakaret
zaman kıçına kötü bir şekilde koyulmalısın bu yüzden böyle yarın böyle bir pislik değilsin 142 163 116 73,Hakaret
Şu abaza kendini bilmeyen tacizci sapık dolu insanlarla yaşamaktan bu ülke de olmasından dolayı utanıyorum. Savaş esnasında nasıl karı kız diyebiliyorsunuz aq aynısı bizim başımıza gelse ve diğer ülkenin insanları Türk kızları karıları geliyor vs dese hoşunuza mı gidicek ?,Hakaret
"@kenan_alpay Bu tepkiyi Erdoğan'ı idam edeceğiz, sallandıracağız diyenlere neden vermiyorsunuz arkadaş. Adam Cumhurbaşkınını korumuş, az bile söylemiş. Peki siz bu ülkenin Cumhurbaşkanına yapılan tehditleri görmezden gelip @fatihtezcan a neden tepki gösteriyorsunuz var mı cevabınz?",Temiz
Yukarıdaki afişe pislik olma ve bunu bir daha yapma lütfen The Charlotte Observer beğenmediğinizi Wiki sayfalarına yanlış bilgi vermeden ifade etmenin başka yolları da var,Temiz
AKP biterse Türkiye biter Erdoğan giderse Rum Yahudi köpekleri beklenede sızın gibi beyinsiz ler anlayamaz #TheEndAKP,Hakaret
SIRA BU PİÇLERE GELDİ hepsi tek tek temizlenecek Amk piçleri siz kimsinizki benim askerime küfredeceksiniz,Suc Ovgusu
Almanyada doğup büyüyün biri neden isviçre bayrağının renginden kıyafet giysin Bu tc nin bayrağına ithafen giyilmiş Şarkıları en çok tcde dinlendiği için ne yazık ki popülerliğin verdiği sarhoşluğun etkisine kapılıp böyle saçma salak işler yapmışlardır Dinleynlr türk değl Kürd,Hakaret
@Meryemce571 @themarginale Amk surisi git de bir arabın cariyesi ol,Hakaret
Hayatını mahvedebilir.' veya 'Arkadaş seçerken dikkatli ol. Puşt çıkabilir.' Gerçekten iyi olur.,Hakaret
Kadını erkeği fark etmiyor bu koduğumun yerinde tipi düzgün olan kendini ilah sanıyor,Hakaret
TSK da Suriyeli ulan bu amına koduğumun arap pislikleri kendi ülkesinde savaşmıyor Türk ordusuna alıyorsunuz Bakın gerçekten bizi geriyorsunuz,Hakaret
Otobüsteyim yanımda oturan emmi sevgilin var mı Var ya da yok sanane emmi Evlat varsa anası bana Azmış aq yokluk başa vurmuş Amca bi siktirgit ya,Hakaret
Beynini siktiğimin beyinsizleri. Açtıkları taga bak. Tüüüü allah sizin belanızı versin amına koduğumun cahilleri  #TıpFakülteleriKapatılsın,Hakaret
ABD yi sahip oldukları operatör olarak koy ciddi olarak önce teknolojiyi kopyalamak için rusça ekipman satın alıyorlar ve sonra operatör aptal orospu çocukları olarak listelenmek istemiyorlar Vikipedi de tipik Amerikan önyargısı Amerikalılar bir sürü pisliktir Hey bize bak Rus teknolojisi satın alıyoruz böylece teknolojiyi çalabiliyoruz ama hala Rus ordusunun bok olduğunu ve ordumuzun bir parçası olarak listelemek istemediğimizi söyleyeceğiz Amerikalıların hepsi bir sürü ikiyüzlü,Hakaret
@AknclarAk @BolgeTarafs @Sancakk_10 @06Rukia @malatyagercek Aptal orospu evladı seni sövmeyeyim dedim ama seni aklını sikeyim ben. Sizin amacınız din falan değil 4 karı almak. Amına kodumun aptalları sizi. Şeriat olsaydı da annen bi adamın 3.karısı olsaydı keşke ırzını şemalini siktiğimin Türk düşmanı arapçılar sizi.,Hakaret
Sana bir trol demememin nedeni tamamen FP in sözde davranış hakkındaki aşağılayıcı yorumundan kaynaklanıyordu Düzenlemeler gibi iddiaların da ortaya konulması gerekiyor Farklar RS dir Yorumunuz kişisel bir saldırıdan başka bir şey değildi bu nedenle trolling Imperatrix Mundi,Hakaret
Aferin pussbag Bir kurabiye al Bahse girerim şampiyon geceleri kazanırsa insanlar bir sonraki saltanatını eklemezler değil mi Tüm kanlı makaleyi de yok edebilir,Hakaret
@DundarmahsunM Sizin ananızın amini ben zamanında çok gördüm amına kodumun  ermenisi,Hakaret
Allah seni bildiği gibi yapsın hoca diyecek tek bir kelime yok sana.,Hakaret
"Kandil bu toprakların çıbanbaşıdır.   Ve kısmet olursa Kandil Harekâtının başında,Afrin operasyonunu başarılı bir şekilde yöneten İsmail Metin Temel Paşa olacak.      M.İnce’nin “İlk işim onun apoletlerini sökeceğim” dediği Paşa.      Allah bu ülkeye feraset sahibi liderler nasip etsin.",Temiz
Amed değil diyarbakir amini siktiğimin kürtleri ülke icinde ülke kurma fikri olanlar devam etsin kana kan dise dis sizinde ananizi sikicez,Hakaret
"@Oarmaila @soykansoner Bakın ben mesela kendimce haklı bulduğum sebeplerle Arapları sevmem fakat bir yayıncı iken amk arapları falan denilmeyeceğini bilirim. Hala nefret suçlarının yüksek, homofobinin yaygın olduğu bir ülkede bulunduğumuzu hatırlatırım buna göre nerede duracağınıza karar verin.",Hakaret
Bırak Gökhan Özoğuzu gel biz senle adresleşelim lan Yirmi senede yatsam seni karanlık sokağa gömmeyen olsun aq yetmesi seni,Tehdit
Kullanıcı adın aptal bana batty uyarıları veriyor,Hakaret
Kelimenin anlamı Kelime Uygurlar tarafından kullanıldığından Türk dillerinde de kullanılmaktadır Yasa şimdiki Türkçede bile hukuk anlamına gelir Anayasa ana yasa anayasa demektir Başkaları tarafından Yasak yasak anlamına gelir olarak biliniyordu çünkü yapmaları yasak olan şeyleri söyledi bu kelime cürüş türkçesinde de kullanılır,Temiz
@DrCihatGundogdu Sizde o pici mi savunuyonuz aklınıza sokim,Hakaret
"@USER Kuru fasulyenin yanında soğan ezemez len o, o sizin ezikliğiniz, kavramsal partisel bir şey sizinkisi eziksiniz cümleten 🤣🤣",Hakaret
Bu aptalca bir Bear ibadet ettiğim için kullanıcı adınız da yanlış olabilir değil ama nokta geçerli,Temiz
Amk serefsizi dahül ulan sen bi insan adına dahil ol sonra gel burda konuş amk pezevenki beyinsel engelli düşünme yoksunu,Hakaret
Yine amk Arapları,Hakaret
Geraldo aka Wikipedia Douchbag Kuma ya resmedildiği yere kredi vermeniz ya da fotoğrafını çekmeniz gerekiyor Böyle bir sikkafa olmayı bırak Çok daha kötüye gidiyorsunuz İster beğenip beğenmeyin Pislikle ilgilenin,Hakaret
Hey hermafroditi korkutuyorsun Lütfen kullanıcı sayfanızın korumasını kaldırın Daha uygun bir başlık ya da üçe taşımak istiyorum,Hakaret
Şakacı seniii sanırım seçime kala özüne döneceksin ya da dönek kalacaksın TAMAM mi,Hakaret
Ronald mcdonald olur gay ve var bir osuruk Fetiş Ronald mcdonald tecavüz bana göt içinde bu göt ile onun büyük penis ve sonra osurdu üzerinde yüz çünkü olur gay 219 127 83 147,Cinsel Taciz
@bbosports Seneye de Konyaspor olur bu amk yahudisi burdan gitmese,Hakaret
Seni kum Nijerisinden sikeyim,Hakaret
@lhtdeas @dfg_k12 @themermaidgizem Çok boş insansın aw veledi ben yeni indirdim Twittetı en az 50 60 tane gördüm daha da fazla var ayrıca İnstagrama bak adem son postu kaç beğeni almış Atakanın kaç burda senin gibi 10 yaşındaki veletler var,Hakaret
kapa çeneni tecavüze uğramış bir parça tecavüz ediyorsun git zihinsel diyareni annene söyle,Hakaret
Kadini boğan bora aq,Hakaret
hayat sikik insanların sikik problemlerini konuşmak için çok kısa,Hakaret
Ne oldu siyah olduğunu söylemek istersek ona ne derdik Onun ırkı hakkında konuşuyorum,Hakaret
Babasi yasindaki adam torun baksin surv da ne isi var aq,Hakaret
Nasıl üzülüyor lan içim acıdı amk japonu,Hakaret
Ben miyim yoksa lanet bir n00b misin orada şablon kaldırma hakkında konuşurken yanlış şablon kullanılır İyi günler dilerim,Hakaret
Yine anasına sövdürecek alba piçi ile pique yavşağı Sami Yen de taç kullanmadı aq,Hakaret
orda olup çakmağa basacan ghost rider gibii yanacak amk görgüsüzü,Hakaret
Kıçından üfle seni aptalca bok parçası,Hakaret
@bmyfc_m Bunlar manyak aq manyak. Kızın hayatına anne babaları gibi karışıyorlar,Hakaret
amk başka derdiniz yok ülkenin anası lm el el tutusan yada yanak yanağa olan iki gence takilmissiniz bide çiçek almislar solugudugunuz oksijen israf amk,Hakaret
Kahretsin 122 57 32 65,Temiz
Herakleios sadece İsrailli yerleşimcilerin ve destekçilerinin Shechem dediği yanlış Kullanım daha geniş ve daha yaşlı Bu kullanımın ne zaman başladığını tam olarak öğrenemedim ama 19 yüzyılın ortasından örnekler kesinlikle Siyonizm den daha eskidir Hem Yahudi yazarlar hem de Hıristiyan İncil türleri İncil isimlerini modern 2000 yaşında modern olarak sayılır isimler üzerinde doğal bir tercihe sahiptir bu yüzden bu Modern çağda Nablus adının kasıtlı olarak bastırılması yaygındır ancak kimse bunu önermez Shchem yazan İngilizce Eldan araba kiralama şirketinden İsrail yol haritası var Nablus alternatif olarak bile vermeden Bu İsrail in bizimdir demenin yolu Ancak bu harita birçok İsrail haritasının sunmadığı Yeşil Çizgiyi gösteriyor,Temiz
@USER Sanki kendi yapmamis gibi anlatıyor!! Bu memlekette akıl sağlığını korumak mümkün değil!!!,Temiz
Gururun seni benden çok mutlu edebiliyorsa ananın amına kadar yolun var,Hakaret
"Yunanın dostu, Türkün ve İslamın düşmanıdır. BU DEĞİŞMEZ. DOMUZDAN POST YUNANDAN DOST OLMAZZZZZ. Boşuna GAVUR demiyoruz. Anadolu İSLAMındır Bir Müslüman Dünyaya bedeldir. KUDÜS MÜSLÜMANDIR. MESCİDİ AKSA İLK KIBLEMİZDİR MÜSLÜMANIN NAMUSUDUR. https://t.co/ABrf1Ox6De",Hakaret
@Kimyage04020322 @lvntozrn @Kimyage04020322  ulan terör örgütünün yerine getirilsiniz türk düşmanları müslüman düşmanları    kodugumun ingilizi,Hakaret
BILL CJ Mom büyük bir şişman lanet kaltak Büyük yaşlı şişman lanet kaltak BILL CJ nin Mommmmmmmmmmm Evet Chaaaaa,Hakaret
Bre amına koduğumun karısı. Kendimi o kadar çok ifade etmek açıklamak zorunda bıraktın ki Allah’a karşı bile kendimi açıklama yapmak zorunda bırakıyorum,Hakaret
@hotchil1pepper @balinBIGG Nisanliydi hatta survda olay oldu anasi zirladi iki kizi ayirdi bundan aq cikinca iste bunla isi pisirdi,Hakaret
Perdido Key hakkındaki makalede vandalizm vardı Sen bir aptalsın ve Wiki yi bilgiçlikçi anal retentive saçmalığınla mahvediyorsun Yüklediğim bir görüntüyü asla silmeyin fotoğrafları çektim ve uygun lisansı kullandım Onları silmemeliydin Başka resimler varsa makalede bulunanları silmek yerine bunları kullanmış olmalısınız,Hakaret
Sanat camiasının %80 ya ermeni ya Sabatay (yahudi) Yeşilçam dönemine gidilirse araştıtılırsa görürsünüz. Diyeceğim o ki bunlar tabiki pkk savunur tabiki fetöyü savunur tabiki Boğaziçine destek verir. Teröristleri çok uzakta aramayın kumanda elinizde .,Hakaret
da annesini becerdin,Hakaret
senin gotun yeseydi dun cikar konuşurdun aq burda ergen ergumani kesiyosum yureksiz,Hakaret
2007 çöp hareket mezhebi 11 bok değişiklikler ile qld bacak kapmak,Temiz
ayrılık konuşması bi şans daha verdim ama bu dizinde de aptal gibisin ve hala rol yapamıyosun bak mervenin dizisini cardi bile izliyo siktir git hayatımdan,Hakaret
Tarafsız bakış açısını ihlal etmiyorum Seni aptal lanet Yasal düzenlemeler için yasaklanamazsınız Makaleye eklediğim bir görüş değil Düzenleme değişikliği FACT olan tamamen ayrı bir mekanik cihaz olmasına rağmen satırını eklemeye geri dönüyorum Bu bir fikir değil İKİ EYLÜL HIZ TH NG Down sendromunuz falan var mı ONLAR İKİ AYRI CİHAZDIR BU BOZULMAZ BİR GERÇEKTİR Tanrım bazen insanlar için kendimi kötü hissediyorum 76 101 72 59,Hakaret
Son Suriyeli yurdumdan gidene son badem bıyıklı andımızı okuyana son salyalı kuduz saray köpeği kısırlaştırılana kadar son soysuz kendini soylu sanan kadar bu mücadeleye devam,Hakaret
"İsmi furkan olup da düzgün olan 1 kişi bile tanımadım, varsa aranızda tanışalım",Hakaret
bir an Sigmund sandım dedim bu hayat kadını evladı beni banlamış mı amq,Hakaret
Doç Dr Cihat Yaycı “Yunan ve Rumlar “Yunanistan ve Kıbrıs MEB Avrupa Birliği nin MEB’idir “ gibi hukuksuz savlarıyla Avrupa Birliği ni istismar ederek Türkiye ile karşı karşıya getirmeye çalışıyor Avrupa Birliği Yunan ve Rumlar ın bu oyununa gelmemelidir “,Temiz
Amini yurdunu siktimin kürtleri bu ülkeden def edilmeli,Hakaret
lanet bir zenci vermiyorum,Hakaret
@TedasDestek Dadlı su Müslümanı amq 🙄😡😡,Hakaret
Wikipedia nın var mı Ben öyle düşünmüyorum Dick Amca Kızlar sadece eğlenmek isterler Bywaaaaaaa,Temiz
Twiterin en güzel fahişesi oldunuz bütün kızların manitalarini düşürdünüz sırada ne var amina kodugumun yerinde ha,Hakaret
Ne amk azcık götünü sıksan şimdi de alırsın ama ocak alırsın ankastre set için biraz daha sıkman lazım,Hakaret
Anneni öldürdüm KAZA OLARAK Yemin ederim,Tehdit
Alevli linkleri olan bukkake ne olacak ve mastürbasyon olan bağlantılar WOW şeytani diktatörlük,Cinsel Taciz
pisliğini iyice batır,Tehdit
Döviz Ve Altının Yükselişi Yurt Dışı İle Alakalı Değildir Yurt İçindeki Sırtlanlar Operasyon Yapıyorlar Bu Millete Zarar Veren Kim Varsa Allah Belalarını Versin Burunlarından Gelsin Gavur Oğlu Gavurlar,Hakaret
zenci Hey zenci sevgilisi makaleye negroid olan katkımı neden geri çevirdin Geri yükledim Seni zenciye koy Thanks68 118 202 49,Hakaret
"TARİHİMİZİ UNUTMAYALIM: Özellikle 1964, 1965 Kıbrıs Türkleri için tam manasıyla ölüm kalım yılları olmuştu. Aralık 1963 saldırıları ile 24 saat içinde Türkleri bitireceklerini sanan rumlar başaramayınca çıldırarak Türk olan her şeye acımasızca saldırmaya başladılar. https://t.co/0iIdA6cQqb",Temiz
Ulan  adam 10 kasım anıtına havalimanını yazmış cidden beyinsiz amk,Hakaret
@USER Diğer takımlardan dönme olan 3 kişiyi atlamışım abi:d,Temiz
M Metiner sen önce kendini Allah indinde akla sonra #EmeklilikteYasaTakilanlar hakkında yorum yap. Akrabaya kıyakları unutmadı #EmeklilikteYasaTakilanlar,Temiz
OROSPU KARINIDA SENI DE SIKICEZ AMINA KODUGUMUN RUSU SENI,Cinsel Taciz
Siktir git bir URL yi nasıl doğru yazacağınızı öğrenin,Hakaret
"Yüzümüze bakmaz lan bu diye düşündükleri insan konusunda yanılan şekilcilerin, ben neymişim be özgüvenini yüklenmelerini takiben kalkan götleri ve davranışlarının özeti:   Ben kimimden sen kimsine...",Hakaret
@BurakUAV @gazetesozcu Ulan sözcü Niye kudursun bir dizi icin amk salagi,Hakaret
Bu ülkenin böyle inanmış insanlara ihtiyacı var. Kardak krizinde babama sormuştum yunan bize bir tehditmidir diye Yunanı tükrüğümüzle boğarız diye cevap vermişti. https://t.co/7dTHtTldJ5,Suc Ovgusu
beni halısahaya felan cagirmayin amk toplanin suriyelileri dovucez deyin kosarak geleyim,Tehdit
Düşünsenize eksiklerimiz var diyor Ve 175 araç için ihale yapıyor La sen nasıl bir süzme çocuğusun hani israfdı hani bin 800 araç nerde la ermeni yunan tohumu bizim beldede bile 50 hizmet aracı var 16 milyonluk şehirde bu kadarcık mı Ve nerdeeeee haniiiii,Hakaret
hic mi duymadin lafi amk cahili,Hakaret
"Bu Vidal'i parkta nargile içerken görsem sırıtmaz, amına koduğumun Suriyelisi.",Hakaret
Orospu çocuğu çocukların babaları dedeleri senin amini siksin,Hakaret
"@USER Yazlim yanlş mi Bilim sanat deyip bilimi cumh kurmaktan ibaret sanip ve Erkekler ne yapyorsa onu gnelleyip sporda onlar gbi Futbol dışına çkmayıp,Abd nin yaptıgı film ve dizileri izlemekle hayat gecmez.Kendinizi OLGUN Fikirli sanip Leb demeden leblebiyi anlamadan Çelişiyorsunuz",Temiz
Haklısın içimizdeki TC kimlikli Ermeni Rum dölü olanlarla bizde gurur duymuyoruz,Hakaret
Gelmez mi AMK fetocu picidir kendisi fener maçında yirtinan gayseri nedense bu akşam yarısını kosmadi AMK Ertuğrul picinin,Hakaret
Türkiye nin Suriyelileri adanalılardır Kime sorsam ya Adanalı ya da Suriyeli,Temiz
Takmışlar yabancı yatırımcıya amk adam chelsea almaya kalkıyor bunu gibi ne para babaları var ülkede bunlar yatırım yapsın,Hakaret
Bill berbat poopy penisler içinde onun rüyalar,Hakaret
Hey ben seni bir pislik olduğunu thnk Sadece bütün gün orospu lanet sevmek Şimdi Fuckinmg onu durdur Anladım kaltak,Hakaret
SADECE BİR FAT BUSH LOVIN HO HO Cumhuriyetçiler OLE,Hakaret
"Savaş sonrası dönem birçok Ermeni olanların sorumlusu olarak Taşnakları suçladı. Krikor Zohrab, Taşnakları, Ermenileri felakete sürüklemekle suçladı. Hatta bazı Taşnaklar, kendilerinin hatalı olduğunu kabul etti. Hâla bu partiyi nasıl savunabiliyorlar aq?",Hakaret
Şimdi kemiklerin içinde kafanın içinde Sonsuza dek sana musallat,Tehdit
Senin gibi memleketinin değerini bilmeyenler kanka onlar,Hakaret
Kavaktada boy var kuşlar siçiyor bide bundan bak,Temiz
Kitap okicam aklıma kız geliyor amk ergeni,Hakaret
Sen bir homo sun büyük bir homo,Hakaret
Benden bile aşağılıksın amcık sulanma sana koymam,Hakaret
Hey Travis boku silmek gurur duyulacak bir şey değil WikiProject Wikipedia for Decency adlı grubun bir parçası olmaktan gurur duyuyorsunuz ancak neyin silindiğini belirlemek istiyorsunuz iğrenç bıyıktan kurtul,Hakaret
"İşleri güçleri yalan,dolan,iftira,sahtekarlık siyaseti başkada bir şey değil bu zihniyetin...",Temiz
İçmiş amk aptalı birde sövüyo jandarmaya buna vursa bi tane suçlu olur jandarma Ayrıca amına koduğumun salağı sensin amcık ağızlı,Hakaret
"Bak hala havlıyorsun,götün kaşınıyor anlıyorum ama ben oğlan sikmiyorum,hadi siktir git bulursun seni sikecek bir oğlan meraklısı",Hakaret
Maça kürek ırkçı aptal ırkçı aptal diyorum Getir kahretsin,Hakaret
@USER gelince kapak yapmazsam adım rüya değil,Temiz
seçim zamanı hariç yan gelip yatıp kahveden çıkmayan cahiller şimdi ilim için çalışanlara kek davası yapıyor İlber hoca boşa demiyor çok cahilsin keşke ölsen,Hakaret
"HÜDAPAR’lı orrospu çocukları yas tutuyorlar, haşdi şabi Kürtleri öldürürken seviniyorlardı",Hakaret
Daha bi kac gun once konusuyodun dolar 86 oldu yine Vursana bi daha dussun su dolar Demir yumruksunuz ya hani 7den dustu diye sov yaptiniz ya,Hakaret
"Kamyon arkasi sozleri ezberle Survivorda 1.ol,İnciden sozleri ezberle yetenekte 1.ol ulke beyinsiz kayniyo amk. #YetenekSizsinizTürkiye",Hakaret
dövün aq katalan piçleriyle staddaki arapları amk . hatırlatın romayı yok mu lan bi emre aşık #GSVSBARCA,Hakaret
100 yıllık ülkenin tüm birikimlerini zimmetlerine geçirdiler vatan millet hainleri gavur dölleri,Hakaret
Rsirkanth05 bjp hindu facism hindistan geri almak ve wikipedia hastalığı bulaşmasını durdurmak,Hakaret
Siyasi karakterlere tapıpta Türkçülük oynamakta nedir,Temiz
"@USER @USER la yürü git yalan, dolan mesleğiniz olmuş. Dürüst olun he anında yazıyor gelenlerin hepsi size oy veriyor diye değil mi. SİZ NE ZAMAN, DÜRÜST OLACAKSINIZ. YALANCILARRRRR",Hakaret
Siktir git ve hesabımı yalnız bırak Tahriş edici çocuk,Hakaret
Osmanlının kesip attığı tırnağa kurban ol sen Tarihimi okuyup öğrenemiyorum Atalarıma ait mezar taşlarını bile okuyamıyorum Padişahlar devlet mühürlerini abdestsiz besmelesiz basnazmış Sen anca hainlerle kol kola olmayı Türkiyenin aleyhine ne varsa içinde olmayı bildin fetöcü,Hakaret
